"authorMeta.avatar","authorMeta.name","text","diggCount","shareCount","playCount","commentCount","collectCount","videoMeta.duration","musicMeta.musicName","musicMeta.musicAuthor","musicMeta.musicOriginal","createTimeISO","webVideoUrl"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/c6fdf2d969083dd7868d268230ed15d6~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=64765aa6&x-expires=1764057600&x-signature=7Yd%2BjCkbNX1RMfAU7Ywxd9%2BzCIQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","ulisianturi4","yah,,terkadang diri sendiri yang bisa menyelesaikannya

#coretax #laporspt  #fyp #trending","13","1","1276","4","2","16","suara asli - Icha💕💕","Icha💕💕","true","2025-11-03T23:43:38.000Z","https://www.tiktok.com/@ulisianturi4/video/7568648955408518407"
"https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/19af069a711b2a039ad0b907a4a0db99~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=53b15459&x-expires=1764057600&x-signature=JFMUBb99HZDosNEPZZTRgGg2RKo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","rayhanfirdaus420","💬 “Anggaran 1,3 triliun tapi hasil codingnya kayak tugas anak SMA?” 😮‍💨
Menteri Keuangan Purbaya Yudhi Sadewa angkat bicara keras soal sistem Coretax milik Dirjen Pajak yang dinilai jauh dari standar.
Katanya, uang rakyat segitu besar harusnya hasilnya bukan sekadar proyek coba-coba! 💸💻

#Coretax #Pajak #PurbayaYudhiSadewa #UangRakyat #rayhanfirdaus🎖️ ","85000","1488","1300000","317","2199","23","original sound - 𝙐𝙈𝘽𝙐[𝙇𝙊𝙉𝙂]💢🔥","𝙐𝙈𝘽𝙐[𝙕𝙈𝙀]💢🔥","true","2025-10-27T01:54:03.000Z","https://www.tiktok.com/@rayhanfirdaus420/video/7565713893574642951"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/75b79cf2b68335cbef67e8fa999e9afa~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=783c8d88&x-expires=1764057600&x-signature=MrOpthQGJcLR5yqHHA9yrCjOTeU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","aapriliani_","intinya, coretax bikin urusan pajak kamu ga ribet lagi dehhh! 👌👌@direktoratjendralpajak @Kanwil DJP Bengkulu Lampung @KPP PRATAMA BENGKULU SATU  #RenjaniMengabdi #pajakindonesia #renjanimengabdi #renjani2025  #coretax  #djp #seharijagoakuntansi #tipsakuntansi #pahamakuntansi #pintarakuntansi #aprilnotes #accountingwithapril #accoutingbarengapril #apriliani ","24","4","743","2","2","10","original sound","r & m <3 ⸆⸉","true","2025-05-10T03:01:00.000Z","https://www.tiktok.com/@aapriliani_/video/7502646653711699206"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/27ec43b2603ae54be925743bf18a254c~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=62dc8f0b&x-expires=1764057600&x-signature=eL6q1thV4M96sTcRyQcXSWlMuUs%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","deancowel","Astagfirullah aja sma coretax mugi2 diparingi sabar…. 🤣👍🏻#coretax2025 #coretax #accounting #coretaxdjp ","358","16","26900","86","32","18","La La La - Sped Up Version","Naughty Boy & Sam Smith","false","2025-01-14T08:42:44.000Z","https://www.tiktok.com/@deancowel/video/7459688844137336069"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/bef2e703c6fc65fafe636380b1e74a8c~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=2b4caa52&x-expires=1764057600&x-signature=tUCDw3xUWFGHNVBgFS0gO0Vddew%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","allvysyukrina01","Ada yg sama kah?

#coretaxhariini #coretax #infocoretax #coretax2025 ","17","1","1425","1","0","15","Blank Space (Taylor's Version)","Taylor Swift","false","2025-10-14T07:48:49.000Z","https://www.tiktok.com/@allvysyukrina01/video/7560981195518102840"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/988afaa5e321c3296ee9645472901210~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=0612ddad&x-expires=1764057600&x-signature=DoJzi3uNGVFLBWNG1FgAlkH3azk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","sektikurniadewi","coretax hari ini kenapa yah 🤫😪
#coretax2025 #coretaxsystem #akuntansi #coretax #coretaxdjp ","26","4","2379","90","0","15","suara asli - SebatasKata","Khosina99","true","2025-02-19T03:39:14.000Z","https://www.tiktok.com/@sektikurniadewi/video/7472969690516589829"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b892f7c5d78bd9d4f2880de23ed66a2f~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=cee94b35&x-expires=1764057600&x-signature=NARUjLa6icI%2BtaTUM7JB2zHf3ws%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","taxsam.co","Mulai tahun depan, pelaporan SPT Tahunan bakal lewat Coretax. Supaya nggak kaget pas sistem baru jalan, DJP udah nyediain Simulator Coretax buat uji coba. 

Lewat simulator ini kamu bisa latihan langsung cara isi SPT di sistem terbaru yang lebih modern dan terintegrasi👀 

#coretax #djp #kemenkeu #sptbadan #fyp ","484","172","24500","15","515","15","original sound - Farrel Hakiem","Farrel Hakiem","true","2025-10-01T08:37:42.000Z","https://www.tiktok.com/@taxsam.co/video/7556169702364417298"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/dfed6ba4f1c09b72f2466f23d314ca06~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=c65e9fdf&x-expires=1764057600&x-signature=WQp2hvzJNYlaSuys4hEWnLBiWkc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","widodomaruf","Membalas @muen93 mau ganti PIC ataupun ganti data lainnya, coba update data AHU dulu yaa

#TutorialPajak #coretaxdjp #Coretax #logincoretax ","189","80","19100","52","154","51","suara asli - Muhammad Widodo Ma'ruf","Muhammad Widodo Ma'ruf","true","2025-01-14T17:58:44.000Z","https://www.tiktok.com/@widodomaruf/video/7459832119397846290"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/c63182e23d26b8e1c87528148c3246f1~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=fdfb68c2&x-expires=1764057600&x-signature=NmWbFykxto5%2BKprLqrSVDHZ96cY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=maliva","rillychannel","Solusi tidak bisa login ke Coretax #npwp #coretax #djponline #npwponline ","32","12","9295","4","15","60","suara asli - Rilly Channel","Rilly Channel","true","2025-01-11T04:40:28.000Z","https://www.tiktok.com/@rillychannel/video/7458513169275768069"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/26aac5e1ef89cc2af4c840d21438028e~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=6a023699&x-expires=1764057600&x-signature=ySGvMNBdeIrAd%2BZlCU57ijMvLcc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","kangskopee","Semangat coretax bebenah nya 🦾#pajakindonesia #coretax #purbaya ","17","0","272","0","0","10","suara asli - Rikky","Ky siahaan","true","2025-11-20T07:40:16.000Z","https://www.tiktok.com/@kangskopee/video/7574709171262672146"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/f2a29f82d33e5508c02b1b611ee560e8~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=4cfcf353&x-expires=1764057600&x-signature=C7oB%2FLkgwquq%2BuKFJnqb%2FFd6eH0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","wiwivalen0","selamat mencoba dan semoga berhasil teman teman 😇 #coretax #coretaxsystem #coretax2025 #fy #finance #djp #tipscoretax ","490","168","60900","57","83","12","original sound","Stan :)","true","2025-02-11T03:27:20.000Z","https://www.tiktok.com/@wiwivalen0/video/7469997936991112454"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-aiso/f7e4dc4d2fd74f77711c993adac192d4~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=6e972805&x-expires=1764057600&x-signature=1zwRjzBv8zPhQwaKPSMCQlmMuDQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","pajaksbyrungkut","POV : Atasan Lagi Marah‼️

Yuk segera aktivasi akun coretax-mu! Caranya gampang banget, simak dan ikuti langkah-langkahnya di video!

Panduan lengkap dapat dilihat di : t.kemenkeu.go.id/akuncoretax

#CoretaxDJP
#AktivasiAkunCoretax","22","0","603","2","4","55","original sound - KPP Pratama Surabaya Rungkut","KPP Pratama Surabaya Rungkut","true","2025-11-20T05:44:44.000Z","https://www.tiktok.com/@pajaksbyrungkut/video/7574679383647014165"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/c63182e23d26b8e1c87528148c3246f1~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=fdfb68c2&x-expires=1764057600&x-signature=NmWbFykxto5%2BKprLqrSVDHZ96cY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=maliva","rillychannel","cara login ke aplikasi coretax 
#npwp #npwponline #djponline #djp #coretax #pajak ","104","55","19000","10","57","60","suara asli - Rilly Channel","Rilly Channel","true","2025-01-10T11:24:16.000Z","https://www.tiktok.com/@rillychannel/video/7458246131252808966"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/da0d1cbab8dabc9abe1028d7f55efb37~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=1234ec8a&x-expires=1764057600&x-signature=DdQIt4lBVeaOZH8z3RCcTDAAHFM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","zizzi7825","kendala aplikasi coratex #pakpurbaya #fyp #viraltiktok  https://youtu.be/_82UnI46c4Q","14","0","364","2","0","44","suara asli - zizzi","zizzi","true","2025-10-27T11:30:55.000Z","https://www.tiktok.com/@zizzi7825/video/7565862564530277639"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/8107e975d42a4584d32787971cf643f1~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=0d510545&x-expires=1764057600&x-signature=Sf30xLqW0F4n3CpMt0m8nSIooD0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","ericklim01","Cara mengajukan Surat Keterangan Pajak Final UMKM 0,5% (PP 55 tahun 2022)
#coretax #coretaxsystem ","17","4","484","0","4","18","Presentation","FlyFlyMusic","false","2025-10-24T14:38:57.000Z","https://www.tiktok.com/@ericklim01/video/7564797767088983314"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/cde3be7996fee99cb66cd56e55355e91~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=5000cd12&x-expires=1764057600&x-signature=sk2MyCC1nvtCxIUpmFnKwPNC2HY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","khairunnisamilaa","Membalas @annisandiani6 
Corestress😭

Coretax tiap hari ada aja gebrakannya😭
#fyp #coretaxsystem #coretax #coretax2025 #fakturpajak #finance #tax #accounting #coretaxdjp #coretaxeror #fakturhilang ","30","3","2405","38","0","15","original sound - princess suzie pinky","ungkusuzieadrianaofficia","true","2025-01-23T06:30:23.000Z","https://www.tiktok.com/@khairunnisamilaa/video/7462994475456023814"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/2e0182ec3228129917cf2e95054f727c~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=1a59b140&x-expires=1764057600&x-signature=ou%2FwHlBfJd%2FbDDxXcEZRFtuluqI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","dinstoryies","Solusi yang udh terlanjur buat faktur uang muka di Efaktur, semoga bermanfaat🥰🥰

#coretax2025 #faktur #fakturpajak #fypage #fyp #viral #coretaxsystem #coretax #pajak #finance #accounting #AR #PPN ","622","157","48200","71","448","13","suara asli - acann","user75076469365","true","2025-01-11T09:48:23.000Z","https://www.tiktok.com/@dinstoryies/video/7458592512362548485"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/37ddca34601a5a8e168d8a30f8c30f2f~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=55ebcad6&x-expires=1764057600&x-signature=M9ZcqVFBeLgCbEIWirK2sZ5exws%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","pt.smn.surya.indo","#Coretax
#JasaPajak
#PelatihanPajak
#KonsultanPajak
#AktivasiCoretax","525","526","45800","81","407","80","suara asli - PT Smn Surya Indonesia","PT Smn Surya Indonesia","true","2025-07-16T07:00:14.000Z","https://www.tiktok.com/@pt.smn.surya.indo/video/7527571038016638215"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/300094703b5ab94592e680bbe29403fd~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=ec28590a&x-expires=1764057600&x-signature=%2Bz%2FT6X%2F%2BAaRL79Dendepkzu8wv8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","pajakku","Memulai isi SPT Tahunan di Coretax tidak hanya soal teknis semata, tetapi soal memahami alurnya sejak awal.

Pahami struktur dokumen dan posisi data, agar proses pelaporan berjalan lancar tanpa revisi berulang.

-----

Filing your annual tax return on Coretax starts with knowing the structure, not just the steps.

Understand where the data goes, and you’ll minimize errors and avoid rework.

#SPTTahunan #Coretax #PajakPribadi #Pajakku","2077","1264","100500","90","2642","131","original sound - Pajakku","Pajakku","true","2025-10-24T03:35:20.000Z","https://www.tiktok.com/@pajakku/video/7564626752086035719"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e9a15dc7dabf64dbeb4312d1b96f3199~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=bc8b2b94&x-expires=1764057600&x-signature=La8gtImF9oFPedIhamOPrqUaZdU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","yozideswanto","Permasalahan Coretax ""taxpayer Identity Validation Failed""

Yang butuh jasa nya bisa dm kita saja","2149","6","24500","2","32","42","suara asli - potatofunfries.id","Potato Fun Fries","true","2025-10-24T15:29:28.000Z","https://www.tiktok.com/@yozideswanto/video/7564810782664330504"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6813786368cd99183c9815f879987e02~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=1ca96bc9&x-expires=1764057600&x-signature=htAc0k43OSE5283lymk9wSz%2Fr68%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","yeni_elway.consulting","Implementasi Coretax Sudah Rilis 01 Januari 2025

Silahkan di simak ya teman teman

#spt #spttahunan #logincoretax #sertifikatdigital #laporpajak2024 #laporpajaktahunan #coretax #coretaxsystem #fyppppppppppppppppppppppp #fypage #fyp #fypシ゚","1143","555","54900","149","829","196","suara asli - Yeni LY Consulting","Yeni LY Consulting","true","2025-01-02T11:14:46.000Z","https://www.tiktok.com/@yeni_elway.consulting/video/7455275019376086279"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/08672737c014f9a4d026693bfa6a11ea~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=7636426a&x-expires=1764057600&x-signature=A73mJIFoOYCNp1JrdWXlVpQXxXM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","attaxindonesia","Modernisasi Coretax System, modernisasi dalam pembayaran pajak.
Coretax System adalah suatu sistem informasi dalam administrasi perpajakan. 
Coretax sistem secara umum memiliki tujuan memperbaiki infrastruktur perpajakan. 
Modernisasi perpajakan ini mencakup beberapa hal yaitu:
- Pembayaran multi akun
- Akun deposit pajak
- Penyesuaian pembayaran secara online 
- Mengetahui data pajak terhutang. 
Pembayaran pajak akan mengalami modernisasi dengan konsep One Stop Solution yang terintegrasi dengan sistem pembayaran bank persepsi. 
Nah sobat attax mari kita simak video nya. 
#konsultanpajak #taxconsultant #pembicarapajak #taxspeaker #taxexpert #taxplanning #infopajak #pajak #coretaxsystem ","24","16","1581","0","6","58","Dance It Up","Muspace Lofi","false","2024-02-05T04:16:19.000Z","https://www.tiktok.com/@attaxindonesia/video/7331966907135905030"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a187ee43c3b619a28cd4253d25c3e12e~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=f8c1f5ec&x-expires=1764057600&x-signature=h3Mbpqd0d1B6mGsoRChh8UhkZn4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","focus.training.ce","Era CORETAX memang meresahkan😌.

Yuk bag.Finance dan Pajak semangat beradaptasi pada sistem Coretax 2025‼️🔥

#coretax #pajak 
#pajakindonesia 
#staff #office 
#djp #sistemcoretax 
#xybca #tren #viralvideo 
#konten #fypage #indonesia 
@focustrainingcenter ","28","1","1150","0","1","28","suara asli - EKOS NGANJUK","EKOS NGANJUK","true","2025-01-16T03:28:55.000Z","https://www.tiktok.com/@focus.training.ce/video/7460350152008633606"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/65666bc2a399bda311aa4b9325ca91c1~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=a57f2ab2&x-expires=1764057600&x-signature=sTvEsoki6QUw2pMadAnfbt6AX5Q%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","actcounting_","Wajib Pajak Non Aktif juga masih bisa login coretax.
Ada dua cara :
1. Menggunakan fitur ""Daftar Disini""
2. atau fitur ""Aktivasi Akun Wajib Pajak""

Lanjut part 2...

#coretax #pajak #update #fyp ","31","1","950","0","10","110","She Share Story (for Vlog)","山口夕依","false","2025-03-11T15:13:28.000Z","https://www.tiktok.com/@actcounting_/video/7480570330247908616"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/d2a2dbfab0d8a7e48d6e003e81ca2968~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=403b8e8f&x-expires=1764057600&x-signature=cHsnouZHKGXRSI4hERBD%2B1gX%2BFk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=maliva","inilahcom","Menteri Keuangan Purbaya Yudhi Sadewa menyatakan telah melibatkan hacker lokal dan memperkuat tim internal untuk memperbaiki sistem Coretax. Menurutnya, setelah serangkaian perbaikan dan pengujian oleh para ethical hacker Indonesia, sistem Coretax kini memiliki keamanan siber yang jauh lebih baik. Skor keamanan Coretax meningkat dari 30 menjadi lebih dari 95, setara dengan kategori A+.

Dengan peningkatan ini, Purbaya menegaskan bahwa kebocoran data wajib pajak tidak akan terjadi lagi.

-

Selengkapnya kunjungi website dengan klik link di bio atau download aplikasi di AppStore dan Google Play Store.

#inilahNews #MenkeuPurbaya #Coretax #Inilahcom #titiktengah ","111500","1883","2900000","1713","4429","28","original sound - Inilah.com","Inilah.com","true","2025-10-25T06:00:56.000Z","https://www.tiktok.com/@inilahcom/video/7565035357323005202"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/6dbf9ca01d04013cfe791f0e12c1a0c2~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=f304e412&x-expires=1764057600&x-signature=YNqIuZH81kJBsMJiTgSyGVsAkdw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","mbnconsulting","Coretax dianggap sistem gagal?😮

#SiniKitaUrus #SiniKitaUrusPajakmu

#pajak #coretax #djp #dirjenpajak #pajakindonesia #perpajakan ","11","0","521","1","0","56","original sound - MBN Consulting","MBN Consulting","true","2025-02-07T10:19:05.000Z","https://www.tiktok.com/@mbnconsulting/video/7468619734989262098"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a1ce82dbda41a60592e1b4a84634dc35~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=9052eb2b&x-expires=1764057600&x-signature=j9OfdBh5yZfOmCfeU8L3UprhMoc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","idolasolusindo","Kemenkeu resmi terbitkan aturan baru buat pelaksanaan Coretax System. Yuk, dukung sistem pajak yang lebih mudah & transparan! 😁🤝

#IMSolusindo #konsultanpajak #coretax  #pajakmudah  #kemenkeu  #fypシ","15","17","1100","0","0","105","Cute","Aurel Surya Lie","false","2024-11-06T04:46:13.000Z","https://www.tiktok.com/@idolasolusindo/video/7434023016058703112"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/36acc7a94f798362eea21a234c55f2ba~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=b08ec9db&x-expires=1764057600&x-signature=%2B7cCKvAFW7BqG5HocM%2F0n27yeaI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","pajak.io","Wajib Tahu! Apa sih CoreTax yang lagi heboh dibicarakan?

CoreTax adalah sistem baru di era perpajakan yang hadir untuk mempermudah dan mempercepat pengelolaan pajak. Dengan CoreTax, proses perpajakan jadi lebih simpel, aman dan transparan! 💡

Yuk, simak info selengkapnya di sini! 

#CoreTax #UpdatePajak #Pajak #PajakCerdas #taxsolutions ","30","9","6815","4","24","68","original sound - Pajak.io","Pajak.io","true","2024-11-01T12:08:06.000Z","https://www.tiktok.com/@pajak.io/video/7432281482607070471"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/4ccb5f43374e21eac11b1b611843cdbe~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=887e6df9&x-expires=1764057600&x-signature=8E9cnsI9iuMJ1JOAqKkFbACBCd0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","lisagunawan97","memang seharusnya lebih baik sistem ini diimplementasikan secara bertahap seperti dulu ketika Efaktur dan/atau Ebupot diluncurkan 🤭 tidak langsung diimplementasikan dan dipakai oleh seluruh WP se Indonesia 😔 #coretax #coretax2025 #coretaxdjp #coretaxsystem #coretaxadministrationsystem #perpajakan #pajak #pajakindonesia #konsultanpajak #taxconsultant #beritahariini #berandatiktok #ortax #ddtc #ddtcnews #kompas #fyp #fypage #fypage #finance #corporate #corporatelife #budakcorporate ","12","4","1319","3","6","39","Bertahan Terluka","Fabio Asher","false","2025-03-27T10:48:27.000Z","https://www.tiktok.com/@lisagunawan97/video/7486439381629177094"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7332240643743285256~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=e33c7095&x-expires=1764057600&x-signature=ytHpn4FUIVRMRQbHVkIPk97C%2ByU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","coreetax","1 zu 1000000 Shot
#r6siege 
#twitchstreamer 
#highlight 
#loveisintheair❤️ ","28","8","1086","6","8","27","Confusion - Pump Panel Reconstruction Mix","Blade The Soundtrack","false","2024-04-12T14:48:29.000Z","https://www.tiktok.com/@coreetax/video/7356992505667276064"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/636d93e59484a921390ee356d12012a3~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=891ddb89&x-expires=1764057600&x-signature=ZA1cHAUBJW5DDUOFT%2FPUcfPFVOI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","gemoyxgemoy","","3","0","840","0","1","15","suara asli - DeWa AnTo ☑️","DeWa AnTo ☑️","true","2025-03-12T19:58:28.000Z","https://www.tiktok.com/@gemoyxgemoy/video/7481014840778132742"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/431f19683b946aeb5ad956c553ecd810~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=9b758e15&x-expires=1764057600&x-signature=XS9e3s6GhFTSCh%2FGaUA8h9tviBc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","timeyerlely","Apasih manfaat CORTAX? 
#coretax #manfaatcoretax #berandacoretax #fyp  #laporpajak2025  #timeyerlely ","101","1","4968","7","6","15","เสียงต้นฉบับ - Fb:touk silipanya","TOUK SLPY! 🇱🇦","true","2025-01-04T01:03:12.000Z","https://www.tiktok.com/@timeyerlely/video/7455859531910892818"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/101a5639170e74553cf52e373b522431~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=841055e9&x-expires=1764057600&x-signature=ZChM8%2FJhmZc1lLtOzpeYU5cGJ0Y%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","noslip.id","Coretax ternyata terintegrasi dengan data dari pihak ketiga.😱

Jadi, setiap apapun transaksi atau jumlah omzet, bahkan asetmu bisa dilacak dari Coretax cuma dari NIK-mu yang terdaftar.

Kalau usahamu sudah terintegrasi Coretax belum?🤔
-----------------------
MENJADI PENGARUH
Asisten Keuangan Pengusaha
-----------------------
#coretax #coretaxsystem #coretaxadalah #nikcoretax #npwpterduplikasi #coretaxnpwp  #npwpcoretax ","481","203","41200","36","188","42","suara asli - NoSlip","NoSlip","true","2025-05-07T05:58:05.000Z","https://www.tiktok.com/@noslip.id/video/7501579048611499269"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/01868f4a1fa9cb2b89bf4784059a166e~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=b2cdc48a&x-expires=1764057600&x-signature=tyDY9BkAXt56hhWSM0fNAMbT4cQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","sucydyah","Coretax diundur sampe akhir tahun gais. menurut kalian kabar baik atau kabar buruk nih?

#pajak #multitaxing #coretax #kemenkeu ","12","5","2357","3","1","17","Funny video ""Carmen Prelude"" Arranging weakness(836530)","yo suzuki(akisai)","false","2024-06-23T04:00:40.000Z","https://www.tiktok.com/@sucydyah/video/7383543714733411589"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2e79cc7e811db4c71cb5d65243f97051~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=0434dfd9&x-expires=1764057600&x-signature=%2FMKAwgq%2F8lI8cP5kW5u7FBBjtv0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","produkaestetik1","#aloy #kingaloy ","47","0","532","0","0","15","suara asli - Coretax","Coretax","true","2025-09-27T22:32:19.000Z","https://www.tiktok.com/@produkaestetik1/video/7554900429558123794"
